time,v(1),i(V1),v(X0.q)
1.4186280e+00,9.7857982e-01,4.0998534e-07,3.3730555e-08
1.4187280e+00,9.7748368e-01,4.1000396e-07,3.3689556e-08
1.4188280e+00,9.7638717e-01,4.1002024e-07,3.3648555e-08
1.4189280e+00,9.7529026e-01,4.1003881e-07,3.3607552e-08
1.4190280e+00,9.7419297e-01,4.1005504e-07,3.3566547e-08
1.4191280e+00,9.7309530e-01,4.1007355e-07,3.3525541e-08
1.4192280e+00,9.7199724e-01,4.1008973e-07,3.3484533e-08
1.4193280e+00,9.7089880e-01,4.1010819e-07,3.3443523e-08
1.4194280e+00,9.6979997e-01,4.1012432e-07,3.3402511e-08
1.4195280e+00,9.6870076e-01,4.1014273e-07,3.3361498e-08
1.4196280e+00,9.6760117e-01,4.1015880e-07,3.3320483e-08
1.4197280e+00,9.6650120e-01,4.1017716e-07,3.3279466e-08
1.4198280e+00,9.6540085e-01,4.1019318e-07,3.3238447e-08
1.4199280e+00,9.6430011e-01,4.1021148e-07,3.3197427e-08
1.4200280e+00,9.6319900e-01,4.1022745e-07,3.3156405e-08
1.4201280e+00,9.6209750e-01,4.1024570e-07,3.3115381e-08
1.4202280e+00,9.6099563e-01,4.1026162e-07,3.3074356e-08
1.4203280e+00,9.5989337e-01,4.1027982e-07,3.3033329e-08
1.4204280e+00,9.5879074e-01,4.1029569e-07,3.2992300e-08
1.4205280e+00,9.5768772e-01,4.1031383e-07,3.2951270e-08
1.4206280e+00,9.5658433e-01,4.1032964e-07,3.2910238e-08
1.4207280e+00,9.5548056e-01,4.1034774e-07,3.2869204e-08
1.4208280e+00,9.5437642e-01,4.1036350e-07,3.2828168e-08
1.4209280e+00,9.5327190e-01,4.1038154e-07,3.2787131e-08
1.4210280e+00,9.5216700e-01,4.1039725e-07,3.2746092e-08
1.4211280e+00,9.5106172e-01,4.1041524e-07,3.2705051e-08
1.4212280e+00,9.4995607e-01,4.1043090e-07,3.2664009e-08
1.4213280e+00,9.4885005e-01,4.1044884e-07,3.2622965e-08
1.4214280e+00,9.4774365e-01,4.1046444e-07,3.2581919e-08
1.4215280e+00,9.4663687e-01,4.1048233e-07,3.2540872e-08
1.4216280e+00,9.4552973e-01,4.1049788e-07,3.2499823e-08
1.4217280e+00,9.4442221e-01,4.1051572e-07,3.2458772e-08
1.4218280e+00,9.4331431e-01,4.1053122e-07,3.2417720e-08
1.4219280e+00,9.4220605e-01,4.1054900e-07,3.2376666e-08
1.4220280e+00,9.4109741e-01,4.1056445e-07,3.2335610e-08
1.4221280e+00,9.3998840e-01,4.1058218e-07,3.2294553e-08
1.4222280e+00,9.3887902e-01,4.1059758e-07,3.2253494e-08
1.4223280e+00,9.3776927e-01,4.1061526e-07,3.2212433e-08
1.4224280e+00,9.3665915e-01,4.1063061e-07,3.2171371e-08
1.4225280e+00,9.3554865e-01,4.1064824e-07,3.2130307e-08
1.4226280e+00,9.3443779e-01,4.1066353e-07,3.2089242e-08
1.4227280e+00,9.3332656e-01,4.1068111e-07,3.2048174e-08
1.4228280e+00,9.3221497e-01,4.1069636e-07,3.2007105e-08
1.4229280e+00,9.3110300e-01,4.1071388e-07,3.1966035e-08
1.4230280e+00,9.2999067e-01,4.1072908e-07,3.1924963e-08
1.4231280e+00,9.2887796e-01,4.1074655e-07,3.1883889e-08
1.4232280e+00,9.2776490e-01,4.1076169e-07,3.1842814e-08
1.4233280e+00,9.2665146e-01,4.1077912e-07,3.1801737e-08
1.4234280e+00,9.2553766e-01,4.1079421e-07,3.1760658e-08
1.4235280e+00,9.2442350e-01,4.1081158e-07,3.1719578e-08
1.4236280e+00,9.2330897e-01,4.1082662e-07,3.1678496e-08
1.4237280e+00,9.2219407e-01,4.1084395e-07,3.1637412e-08
1.4238280e+00,9.2107882e-01,4.1085893e-07,3.1596327e-08
1.4239280e+00,9.1996319e-01,4.1087621e-07,3.1555240e-08
1.4240280e+00,9.1884721e-01,4.1089114e-07,3.1514152e-08
1.4241280e+00,9.1773086e-01,4.1090837e-07,3.1473062e-08
1.4242280e+00,9.1661415e-01,4.1092325e-07,3.1431970e-08
1.4243280e+00,9.1549708e-01,4.1094042e-07,3.1390877e-08
1.4244280e+00,9.1437964e-01,4.1095526e-07,3.1349782e-08
1.4245280e+00,9.1326185e-01,4.1097238e-07,3.1308686e-08
1.4246280e+00,9.1214369e-01,4.1098717e-07,3.1267588e-08
1.4247280e+00,9.1102518e-01,4.1100424e-07,3.1226488e-08
1.4248280e+00,9.0990630e-01,4.1101897e-07,3.1185387e-08
1.4249280e+00,9.0878707e-01,4.1103599e-07,3.1144284e-08
1.4250280e+00,9.0766748e-01,4.1105068e-07,3.1103180e-08
1.4251280e+00,9.0654753e-01,4.1106764e-07,3.1062074e-08
1.4252280e+00,9.0542722e-01,4.1108228e-07,3.1020967e-08
1.4253280e+00,9.0430655e-01,4.1109920e-07,3.0979858e-08
1.4254280e+00,9.0318553e-01,4.1111378e-07,3.0938747e-08
1.4255280e+00,9.0206415e-01,4.1113065e-07,3.0897635e-08
1.4256280e+00,9.0094241e-01,4.1114518e-07,3.0856521e-08
1.4257280e+00,8.9982032e-01,4.1116200e-07,3.0815406e-08
1.4258280e+00,8.9869787e-01,4.1117649e-07,3.0774289e-08
1.4259280e+00,8.9757507e-01,4.1119325e-07,3.0733170e-08
1.4260280e+00,8.9645191e-01,4.1120769e-07,3.0692050e-08
1.4261280e+00,8.9532840e-01,4.1122441e-07,3.0650929e-08
1.4262280e+00,8.9420454e-01,4.1123879e-07,3.0609805e-08
1.4263280e+00,8.9308032e-01,4.1125546e-07,3.0568681e-08
1.4264280e+00,8.9195575e-01,4.1126979e-07,3.0527554e-08
1.4265280e+00,8.9083083e-01,4.1128641e-07,3.0486427e-08
1.4266280e+00,8.8970556e-01,4.1130070e-07,3.0445297e-08
1.4267280e+00,8.8857993e-01,4.1131726e-07,3.0404166e-08
1.4268280e+00,8.8745396e-01,4.1133150e-07,3.0363034e-08
1.4269280e+00,8.8632763e-01,4.1134802e-07,3.0321900e-08
1.4270280e+00,8.8520096e-01,4.1136220e-07,3.0280764e-08
1.4271280e+00,8.8407393e-01,4.1137867e-07,3.0239627e-08
1.4272280e+00,8.8294656e-01,4.1139281e-07,3.0198489e-08
1.4273280e+00,8.8181884e-01,4.1140923e-07,3.0157349e-08
1.4274280e+00,8.8069077e-01,4.1142331e-07,3.0116207e-08
1.4275280e+00,8.7956235e-01,4.1143968e-07,3.0075064e-08
1.4276280e+00,8.7843358e-01,4.1145372e-07,3.0033919e-08
1.4277280e+00,8.7730447e-01,4.1147004e-07,2.9992773e-08
1.4278280e+00,8.7617501e-01,4.1148403e-07,2.9951625e-08
1.4279280e+00,8.7504521e-01,4.1150030e-07,2.9910476e-08
1.4280280e+00,8.7391506e-01,4.1151424e-07,2.9869325e-08
1.4281280e+00,8.7278456e-01,4.1153046e-07,2.9828173e-08
1.4282280e+00,8.7165372e-01,4.1154435e-07,2.9787019e-08
1.4283280e+00,8.7052254e-01,4.1156052e-07,2.9745864e-08
1.4284280e+00,8.6939101e-01,4.1157436e-07,2.9704707e-08
1.4285280e+00,8.6825914e-01,4.1159048e-07,2.9663549e-08
1.4286280e+00,8.6712693e-01,4.1160427e-07,2.9622390e-08
1.4287280e+00,8.6599437e-01,4.1162035e-07,2.9581228e-08
1.4288280e+00,8.6486147e-01,4.1163409e-07,2.9540066e-08
1.4289280e+00,8.6372823e-01,4.1165011e-07,2.9498901e-08
1.4290280e+00,8.6259465e-01,4.1166381e-07,2.9457736e-08
1.4291280e+00,8.6146073e-01,4.1167978e-07,2.9416568e-08
1.4292280e+00,8.6032647e-01,4.1169343e-07,2.9375400e-08
1.4293280e+00,8.5919187e-01,4.1170935e-07,2.9334230e-08
1.4294280e+00,8.5805693e-01,4.1172295e-07,2.9293058e-08
1.4295280e+00,8.5692166e-01,4.1173883e-07,2.9251885e-08
1.4296280e+00,8.5578604e-01,4.1175237e-07,2.9210710e-08
1.4297280e+00,8.5465008e-01,4.1176820e-07,2.9169534e-08
1.4298280e+00,8.5351379e-01,4.1178170e-07,2.9128357e-08
1.4299280e+00,8.5237716e-01,4.1179748e-07,2.9087178e-08
1.4300280e+00,8.5124020e-01,4.1181093e-07,2.9045998e-08
1.4301280e+00,8.5010290e-01,4.1182666e-07,2.9004816e-08
1.4302280e+00,8.4896526e-01,4.1184006e-07,2.8963632e-08
1.4303280e+00,8.4782729e-01,4.1185575e-07,2.8922448e-08
1.4304280e+00,8.4668898e-01,4.1186910e-07,2.8881261e-08
1.4305280e+00,8.4555034e-01,4.1188473e-07,2.8840074e-08
1.4306280e+00,8.4441137e-01,4.1189804e-07,2.8798884e-08
1.4307280e+00,8.4327206e-01,4.1191363e-07,2.8757694e-08
1.4308280e+00,8.4213242e-01,4.1192688e-07,2.8716502e-08
1.4309280e+00,8.4099244e-01,4.1194242e-07,2.8675308e-08
1.4310280e+00,8.3985214e-01,4.1195562e-07,2.8634113e-08
1.4311280e+00,8.3871150e-01,4.1197112e-07,2.8592917e-08
1.4312280e+00,8.3757053e-01,4.1198427e-07,2.8551719e-08
1.4313280e+00,8.3642923e-01,4.1199972e-07,2.8510520e-08
1.4314280e+00,8.3528760e-01,4.1201283e-07,2.8469320e-08
1.4315280e+00,8.3414565e-01,4.1202822e-07,2.8428117e-08
1.4316280e+00,8.3300336e-01,4.1204128e-07,2.8386914e-08
1.4317280e+00,8.3186074e-01,4.1205663e-07,2.8345709e-08
1.4318280e+00,8.3071780e-01,4.1206964e-07,2.8304503e-08
1.4319280e+00,8.2957452e-01,4.1208494e-07,2.8263295e-08
1.4320280e+00,8.2843092e-01,4.1209791e-07,2.8222086e-08
1.4321280e+00,8.2728699e-01,4.1211316e-07,2.8180875e-08
1.4322280e+00,8.2614274e-01,4.1212608e-07,2.8139663e-08
1.4323280e+00,8.2499816e-01,4.1214128e-07,2.8098450e-08
1.4324280e+00,8.2385325e-01,4.1215415e-07,2.8057235e-08
1.4325280e+00,8.2270802e-01,4.1216930e-07,2.8016019e-08
1.4326280e+00,8.2156246e-01,4.1218213e-07,2.7974802e-08
1.4327280e+00,8.2041658e-01,4.1219723e-07,2.7933583e-08
1.4328280e+00,8.1927038e-01,4.1221001e-07,2.7892362e-08
1.4329280e+00,8.1812385e-01,4.1222507e-07,2.7851140e-08
1.4330280e+00,8.1697700e-01,4.1223779e-07,2.7809917e-08
1.4331280e+00,8.1582983e-01,4.1225280e-07,2.7768693e-08
1.4332280e+00,8.1468233e-01,4.1226548e-07,2.7727467e-08
1.4333280e+00,8.1353451e-01,4.1228045e-07,2.7686240e-08
1.4334280e+00,8.1238637e-01,4.1229308e-07,2.7645011e-08
1.4335280e+00,8.1123791e-01,4.1230800e-07,2.7603781e-08
1.4336280e+00,8.1008914e-01,4.1232058e-07,2.7562549e-08
1.4337280e+00,8.0894004e-01,4.1233545e-07,2.7521317e-08
1.4338280e+00,8.0779062e-01,4.1234799e-07,2.7480082e-08
1.4339280e+00,8.0664088e-01,4.1236281e-07,2.7438847e-08
1.4340280e+00,8.0549082e-01,4.1237530e-07,2.7397610e-08
1.4341280e+00,8.0434045e-01,4.1239007e-07,2.7356372e-08
1.4342280e+00,8.0318976e-01,4.1240251e-07,2.7315132e-08
1.4343280e+00,8.0203875e-01,4.1241724e-07,2.7273891e-08
1.4344280e+00,8.0088742e-01,4.1242964e-07,2.7232649e-08
1.4345280e+00,7.9973578e-01,4.1244432e-07,2.7191405e-08
1.4346280e+00,7.9858383e-01,4.1245667e-07,2.7150160e-08
1.4347280e+00,7.9743155e-01,4.1247130e-07,2.7108914e-08
1.4348280e+00,7.9627897e-01,4.1248360e-07,2.7067666e-08
1.4349280e+00,7.9512606e-01,4.1249818e-07,2.7026417e-08
1.4350280e+00,7.9397285e-01,4.1251044e-07,2.6985166e-08
1.4351280e+00,7.9281932e-01,4.1252498e-07,2.6943915e-08
1.4352280e+00,7.9166548e-01,4.1253718e-07,2.6902661e-08
1.4353280e+00,7.9051132e-01,4.1255168e-07,2.6861407e-08
1.4354280e+00,7.8935686e-01,4.1256384e-07,2.6820151e-08
1.4355280e+00,7.8820208e-01,4.1257828e-07,2.6778894e-08
1.4356280e+00,7.8704699e-01,4.1259039e-07,2.6737636e-08
1.4357280e+00,7.8589159e-01,4.1260479e-07,2.6696376e-08
1.4358280e+00,7.8473588e-01,4.1261686e-07,2.6655115e-08
1.4359280e+00,7.8357986e-01,4.1263121e-07,2.6613852e-08
1.4360280e+00,7.8242353e-01,4.1264323e-07,2.6572589e-08
1.4361280e+00,7.8126689e-01,4.1265753e-07,2.6531324e-08
1.4362280e+00,7.8010995e-01,4.1266951e-07,2.6490057e-08
1.4363280e+00,7.7895269e-01,4.1268376e-07,2.6448790e-08
1.4364280e+00,7.7779513e-01,4.1269569e-07,2.6407521e-08
1.4365280e+00,7.7663726e-01,4.1270990e-07,2.6366250e-08
1.4366280e+00,7.7547908e-01,4.1272178e-07,2.6324979e-08
1.4367280e+00,7.7432060e-01,4.1273595e-07,2.6283706e-08
1.4368280e+00,7.7316181e-01,4.1274778e-07,2.6242432e-08
1.4369280e+00,7.7200272e-01,4.1276190e-07,2.6201156e-08
1.4370280e+00,7.7084332e-01,4.1277368e-07,2.6159879e-08
1.4371280e+00,7.6968362e-01,4.1278776e-07,2.6118601e-08
1.4372280e+00,7.6852361e-01,4.1279950e-07,2.6077322e-08
1.4373280e+00,7.6736331e-01,4.1281352e-07,2.6036041e-08
1.4374280e+00,7.6620269e-01,4.1282521e-07,2.5994759e-08
1.4375280e+00,7.6504178e-01,4.1283919e-07,2.5953476e-08
1.4376280e+00,7.6388056e-01,4.1285084e-07,2.5912192e-08
1.4377280e+00,7.6271904e-01,4.1286477e-07,2.5870906e-08
1.4378280e+00,7.6155722e-01,4.1287638e-07,2.5829619e-08
1.4379280e+00,7.6039510e-01,4.1289026e-07,2.5788331e-08
1.4380280e+00,7.5923268e-01,4.1290182e-07,2.5747041e-08
1.4381280e+00,7.5806996e-01,4.1291566e-07,2.5705750e-08
1.4382280e+00,7.5690694e-01,4.1292717e-07,2.5664458e-08
1.4383280e+00,7.5574363e-01,4.1294096e-07,2.5623165e-08
1.4384280e+00,7.5458001e-01,4.1295242e-07,2.5581870e-08
1.4385280e+00,7.5341609e-01,4.1296617e-07,2.5540574e-08
1.4386280e+00,7.5225188e-01,4.1297759e-07,2.5499277e-08
1.4387280e+00,7.5108737e-01,4.1299129e-07,2.5457978e-08
1.4388280e+00,7.4992257e-01,4.1300266e-07,2.5416679e-08
1.4389280e+00,7.4875747e-01,4.1301632e-07,2.5375378e-08
1.4390280e+00,7.4759207e-01,4.1302764e-07,2.5334075e-08
1.4391280e+00,7.4642638e-01,4.1304126e-07,2.5292772e-08
1.4392280e+00,7.4526039e-01,4.1305253e-07,2.5251467e-08
1.4393280e+00,7.4409411e-01,4.1306610e-07,2.5210161e-08
1.4394280e+00,7.4292754e-01,4.1307733e-07,2.5168854e-08
1.4395280e+00,7.4176067e-01,4.1309085e-07,2.5127546e-08
1.4396280e+00,7.4059351e-01,4.1310204e-07,2.5086236e-08
1.4397280e+00,7.3942605e-01,4.1311551e-07,2.5044925e-08
1.4398280e+00,7.3825831e-01,4.1312665e-07,2.5003613e-08
1.4399280e+00,7.3709027e-01,4.1314008e-07,2.4962300e-08
1.4400280e+00,7.3592194e-01,4.1315118e-07,2.4920985e-08
1.4401280e+00,7.3475333e-01,4.1316456e-07,2.4879670e-08
1.4402280e+00,7.3358442e-01,4.1317561e-07,2.4838353e-08
1.4403280e+00,7.3241522e-01,4.1318895e-07,2.4797034e-08
1.4404280e+00,7.3124573e-01,4.1319995e-07,2.4755715e-08
1.4405280e+00,7.3007596e-01,4.1321324e-07,2.4714394e-08
1.4406280e+00,7.2890589e-01,4.1322420e-07,2.4673072e-08
1.4407280e+00,7.2773554e-01,4.1323745e-07,2.4631749e-08
1.4408280e+00,7.2656490e-01,4.1324836e-07,2.4590425e-08
1.4409280e+00,7.2539398e-01,4.1326156e-07,2.4549099e-08
1.4410280e+00,7.2422277e-01,4.1327243e-07,2.4507773e-08
1.4411280e+00,7.2305127e-01,4.1328559e-07,2.4466445e-08
1.4412280e+00,7.2187948e-01,4.1329641e-07,2.4425116e-08
1.4413280e+00,7.2070742e-01,4.1330952e-07,2.4383785e-08
1.4414280e+00,7.1953506e-01,4.1332030e-07,2.4342454e-08
1.4415280e+00,7.1836243e-01,4.1333336e-07,2.4301121e-08
1.4416280e+00,7.1718950e-01,4.1334410e-07,2.4259787e-08
1.4417280e+00,7.1601630e-01,4.1335711e-07,2.4218452e-08
1.4418280e+00,7.1484281e-01,4.1336780e-07,2.4177116e-08
1.4419280e+00,7.1366905e-01,4.1338078e-07,2.4135779e-08
1.4420280e+00,7.1249499e-01,4.1339142e-07,2.4094440e-08
1.4421280e+00,7.1132066e-01,4.1340435e-07,2.4053100e-08
1.4422280e+00,7.1014605e-01,4.1341495e-07,2.4011759e-08
1.4423280e+00,7.0897116e-01,4.1342783e-07,2.3970417e-08
1.4424280e+00,7.0779599e-01,4.1343838e-07,2.3929074e-08
1.4425280e+00,7.0662053e-01,4.1345122e-07,2.3887729e-08
1.4426280e+00,7.0544480e-01,4.1346173e-07,2.3846384e-08
1.4427280e+00,7.0426879e-01,4.1347452e-07,2.3805037e-08
1.4428280e+00,7.0309250e-01,4.1348499e-07,2.3763689e-08
1.4429280e+00,7.0191594e-01,4.1349773e-07,2.3722340e-08
1.4430280e+00,7.0073910e-01,4.1350815e-07,2.3680989e-08
1.4431280e+00,6.9956198e-01,4.1352086e-07,2.3639638e-08
1.4432280e+00,6.9838458e-01,4.1353123e-07,2.3598285e-08
1.4433280e+00,6.9720691e-01,4.1354389e-07,2.3556932e-08
1.4434280e+00,6.9602897e-01,4.1355422e-07,2.3515577e-08
1.4435280e+00,6.9485074e-01,4.1356683e-07,2.3474221e-08
1.4436280e+00,6.9367225e-01,4.1357712e-07,2.3432864e-08
1.4437280e+00,6.9249348e-01,4.1358969e-07,2.3391505e-08
1.4438280e+00,6.9131444e-01,4.1359992e-07,2.3350146e-08
1.4439280e+00,6.9013512e-01,4.1361245e-07,2.3308785e-08
1.4440280e+00,6.8895553e-01,4.1362264e-07,2.3267423e-08
1.4441280e+00,6.8777567e-01,4.1363512e-07,2.3226060e-08
1.4442280e+00,6.8659554e-01,4.1364527e-07,2.3184696e-08
1.4443280e+00,6.8541514e-01,4.1365771e-07,2.3143331e-08
1.4444280e+00,6.8423447e-01,4.1366782e-07,2.3101965e-08
1.4445280e+00,6.8305352e-01,4.1368021e-07,2.3060598e-08
1.4446280e+00,6.8187231e-01,4.1369027e-07,2.3019229e-08
1.4447280e+00,6.8069083e-01,4.1370262e-07,2.2977859e-08
1.4448280e+00,6.7950908e-01,4.1371263e-07,2.2936489e-08
1.4449280e+00,6.7832706e-01,4.1372493e-07,2.2895117e-08
1.4450280e+00,6.7714477e-01,4.1373491e-07,2.2853744e-08
1.4451280e+00,6.7596222e-01,4.1374716e-07,2.2812370e-08
1.4452280e+00,6.7477940e-01,4.1375709e-07,2.2770994e-08
1.4453280e+00,6.7359631e-01,4.1376931e-07,2.2729618e-08
1.4454280e+00,6.7241296e-01,4.1377919e-07,2.2688241e-08
1.4455280e+00,6.7122934e-01,4.1379136e-07,2.2646862e-08
1.4456280e+00,6.7004546e-01,4.1380120e-07,2.2605483e-08
1.4457280e+00,6.6886131e-01,4.1381332e-07,2.2564102e-08
1.4458280e+00,6.6767689e-01,4.1382312e-07,2.2522720e-08
1.4459280e+00,6.6649222e-01,4.1383520e-07,2.2481337e-08
1.4460280e+00,6.6530728e-01,4.1384495e-07,2.2439953e-08
1.4461280e+00,6.6412208e-01,4.1385699e-07,2.2398568e-08
1.4462280e+00,6.6293661e-01,4.1386669e-07,2.2357182e-08
1.4463280e+00,6.6175089e-01,4.1387869e-07,2.2315795e-08
1.4464280e+00,6.6056490e-01,4.1388835e-07,2.2274406e-08
1.4465280e+00,6.5937865e-01,4.1390030e-07,2.2233017e-08
1.4466280e+00,6.5819215e-01,4.1390992e-07,2.2191626e-08
1.4467280e+00,6.5700538e-01,4.1392182e-07,2.2150235e-08
1.4468280e+00,6.5581835e-01,4.1393140e-07,2.2108842e-08
1.4469280e+00,6.5463107e-01,4.1394326e-07,2.2067448e-08
1.4470280e+00,6.5344352e-01,4.1395279e-07,2.2026053e-08
1.4471280e+00,6.5225572e-01,4.1396461e-07,2.1984658e-08
1.4472280e+00,6.5106766e-01,4.1397409e-07,2.1943261e-08
1.4473280e+00,6.4987934e-01,4.1398587e-07,2.1901863e-08
1.4474280e+00,6.4869077e-01,4.1399531e-07,2.1860464e-08
1.4475280e+00,6.4750194e-01,4.1400704e-07,2.1819064e-08
1.4476280e+00,6.4631285e-01,4.1401644e-07,2.1777662e-08
1.4477280e+00,6.4512351e-01,4.1402812e-07,2.1736260e-08
1.4478280e+00,6.4393392e-01,4.1403748e-07,2.1694857e-08
1.4479280e+00,6.4274407e-01,4.1404912e-07,2.1653452e-08
1.4480280e+00,6.4155397e-01,4.1405843e-07,2.1612047e-08
1.4481280e+00,6.4036361e-01,4.1407003e-07,2.1570641e-08
1.4482280e+00,6.3917300e-01,4.1407930e-07,2.1529233e-08
1.4483280e+00,6.3798214e-01,4.1409085e-07,2.1487825e-08
1.4484280e+00,6.3679102e-01,4.1410008e-07,2.1446415e-08
1.4485280e+00,6.3559966e-01,4.1411159e-07,2.1405005e-08
1.4486280e+00,6.3440804e-01,4.1412077e-07,2.1363593e-08
1.4487280e+00,6.3321618e-01,4.1413223e-07,2.1322180e-08
1.4488280e+00,6.3202406e-01,4.1414137e-07,2.1280767e-08
1.4489280e+00,6.3083170e-01,4.1415280e-07,2.1239352e-08
1.4490280e+00,6.2963908e-01,4.1416189e-07,2.1197936e-08
1.4491280e+00,6.2844622e-01,4.1417327e-07,2.1156519e-08
1.4492280e+00,6.2725311e-01,4.1418232e-07,2.1115102e-08
1.4493280e+00,6.2605975e-01,4.1419366e-07,2.1073683e-08
1.4494280e+00,6.2486614e-01,4.1420266e-07,2.1032263e-08
1.4495280e+00,6.2367229e-01,4.1421396e-07,2.0990842e-08
1.4496280e+00,6.2247819e-01,4.1422292e-07,2.0949420e-08
1.4497280e+00,6.2128385e-01,4.1423417e-07,2.0907998e-08
1.4498280e+00,6.2008926e-01,4.1424309e-07,2.0866574e-08
1.4499280e+00,6.1889442e-01,4.1425430e-07,2.0825149e-08
1.4500280e+00,6.1769934e-01,4.1426317e-07,2.0783723e-08
1.4501280e+00,6.1650402e-01,4.1427434e-07,2.0742296e-08
1.4502280e+00,6.1530845e-01,4.1428317e-07,2.0700868e-08
1.4503280e+00,6.1411264e-01,4.1429429e-07,2.0659439e-08
1.4504280e+00,6.1291659e-01,4.1430308e-07,2.0618009e-08
1.4505280e+00,6.1172030e-01,4.1431416e-07,2.0576579e-08
1.4506280e+00,6.1052376e-01,4.1432291e-07,2.0535147e-08
1.4507280e+00,6.0932699e-01,4.1433394e-07,2.0493714e-08
1.4508280e+00,6.0812997e-01,4.1434264e-07,2.0452280e-08
1.4509280e+00,6.0693271e-01,4.1435364e-07,2.0410845e-08
1.4510280e+00,6.0573522e-01,4.1436230e-07,2.0369409e-08
1.4511280e+00,6.0453748e-01,4.1437324e-07,2.0327973e-08
1.4512280e+00,6.0333951e-01,4.1438186e-07,2.0286535e-08
1.4513280e+00,6.0214129e-01,4.1439277e-07,2.0245096e-08
1.4514280e+00,6.0094284e-01,4.1440134e-07,2.0203656e-08
1.4515280e+00,5.9974416e-01,4.1441220e-07,2.0162216e-08
1.4516280e+00,5.9854523e-01,4.1442073e-07,2.0120774e-08
1.4517280e+00,5.9734607e-01,4.1443155e-07,2.0079332e-08
1.4518280e+00,5.9614668e-01,4.1444004e-07,2.0037888e-08
1.4519280e+00,5.9494704e-01,4.1445082e-07,1.9996443e-08
1.4520280e+00,5.9374718e-01,4.1445926e-07,1.9954998e-08
1.4521280e+00,5.9254708e-01,4.1447000e-07,1.9913551e-08
1.4522280e+00,5.9134674e-01,4.1447840e-07,1.9872104e-08
1.4523280e+00,5.9014617e-01,4.1448909e-07,1.9830656e-08
1.4524280e+00,5.8894537e-01,4.1449745e-07,1.9789206e-08
1.4525280e+00,5.8774434e-01,4.1450810e-07,1.9747756e-08
1.4526280e+00,5.8654307e-01,4.1451642e-07,1.9706305e-08
1.4527280e+00,5.8534157e-01,4.1452702e-07,1.9664853e-08
1.4528280e+00,5.8413985e-01,4.1453530e-07,1.9623400e-08
1.4529280e+00,5.8293789e-01,4.1454586e-07,1.9581945e-08
1.4530280e+00,5.8173570e-01,4.1455409e-07,1.9540490e-08
1.4531280e+00,5.8053328e-01,4.1456461e-07,1.9499035e-08
1.4532280e+00,5.7933063e-01,4.1457280e-07,1.9457578e-08
1.4533280e+00,5.7812775e-01,4.1458327e-07,1.9416120e-08
1.4534280e+00,5.7692465e-01,4.1459142e-07,1.9374661e-08
1.4535280e+00,5.7572132e-01,4.1460186e-07,1.9333201e-08
1.4536280e+00,5.7451776e-01,4.1460996e-07,1.9291741e-08
1.4537280e+00,5.7331397e-01,4.1462035e-07,1.9250279e-08
1.4538280e+00,5.7210996e-01,4.1462841e-07,1.9208817e-08
1.4539280e+00,5.7090572e-01,4.1463876e-07,1.9167354e-08
1.4540280e+00,5.6970125e-01,4.1464678e-07,1.9125889e-08
1.4541280e+00,5.6849656e-01,4.1465709e-07,1.9084424e-08
1.4542280e+00,5.6729165e-01,4.1466506e-07,1.9042958e-08
1.4543280e+00,5.6608651e-01,4.1467533e-07,1.9001491e-08
1.4544280e+00,5.6488115e-01,4.1468326e-07,1.8960023e-08
1.4545280e+00,5.6367557e-01,4.1469348e-07,1.8918554e-08
1.4546280e+00,5.6246976e-01,4.1470138e-07,1.8877084e-08
1.4547280e+00,5.6126373e-01,4.1471155e-07,1.8835614e-08
1.4548280e+00,5.6005748e-01,4.1471940e-07,1.8794142e-08
1.4549280e+00,5.5885101e-01,4.1472954e-07,1.8752670e-08
1.4550280e+00,5.5764432e-01,4.1473735e-07,1.8711196e-08
1.4551280e+00,5.5643740e-01,4.1474744e-07,1.8669722e-08
1.4552280e+00,5.5523027e-01,4.1475521e-07,1.8628247e-08
1.4553280e+00,5.5402292e-01,4.1476526e-07,1.8586771e-08
1.4554280e+00,5.5281535e-01,4.1477298e-07,1.8545294e-08
1.4555280e+00,5.5160756e-01,4.1478299e-07,1.8503816e-08
1.4556280e+00,5.5039956e-01,4.1479067e-07,1.8462338e-08
1.4557280e+00,5.4919133e-01,4.1480064e-07,1.8420858e-08
1.4558280e+00,5.4798289e-01,4.1480828e-07,1.8379378e-08
1.4559280e+00,5.4677424e-01,4.1481820e-07,1.8337896e-08
1.4560280e+00,5.4556537e-01,4.1482580e-07,1.8296414e-08
1.4561280e+00,5.4435628e-01,4.1483568e-07,1.8254931e-08
1.4562280e+00,5.4314698e-01,4.1484324e-07,1.8213447e-08
1.4563280e+00,5.4193746e-01,4.1485308e-07,1.8171962e-08
1.4564280e+00,5.4072773e-01,4.1486059e-07,1.8130477e-08
1.4565280e+00,5.3951778e-01,4.1487039e-07,1.8088990e-08
1.4566280e+00,5.3830763e-01,4.1487786e-07,1.8047503e-08
1.4567280e+00,5.3709726e-01,4.1488761e-07,1.8006014e-08
1.4568280e+00,5.3588667e-01,4.1489504e-07,1.7964525e-08
1.4569280e+00,5.3467588e-01,4.1490476e-07,1.7923035e-08
1.4570280e+00,5.3346488e-01,4.1491214e-07,1.7881544e-08
1.4571280e+00,5.3225366e-01,4.1492182e-07,1.7840053e-08
1.4572280e+00,5.3104224e-01,4.1492916e-07,1.7798560e-08
1.4573280e+00,5.2983060e-01,4.1493879e-07,1.7757067e-08
